City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
636,Westport,US,69.04,broken clouds,41.1415,-73.3579,The Westport Inn
637,San Andres,CO,86.02,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
639,Kruisfontein,ZA,69.89,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
642,Olinda,BR,83.93,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
646,Salto Del Guaira,PY,72.37,overcast clouds,-24.0625,-54.3069,7 Saltos Resort
649,Bontang,ID,75.15,light rain,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
651,Japura,ID,72.43,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
653,Knysna,ZA,69.08,overcast clouds,-34.0363,23.0471,Protea by Marriott Hotel Knysna Quays
654,Zhuhai,CN,74.91,clear sky,22.2769,113.5678,珠海粤财假日酒店
658,Mindelo,CV,83.75,broken clouds,16.8901,-24.9804,Hotel Gaudi
659,Bandarbeyla,SO,77.88,broken clouds,9.4942,50.8122,JABIR HOTEL
660,Ha Tinh,VN,67.05,overcast clouds,18.3333,105.9,Phú Quý
661,Ninh Binh,VN,68.22,overcast clouds,20.2539,105.975,Kinh Do Hotel
662,Mumford,GH,78.08,scattered clouds,5.2618,-0.759,Peace Guest House
664,Kutum,SD,82.56,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
665,Zastron,ZA,65.73,broken clouds,-30.3023,27.084,Highlands Guest House
668,Waverley,ZA,83.01,few clouds,-25.7023,28.2591,Aves Indigo Guesthouse
670,Patnanungan,PH,80.58,broken clouds,14.7833,122.1833,Laura Visah Transient House
671,New Waterford,US,68.4,few clouds,40.8451,-80.6145,Pleasant Valley Mobile Home
674,Ambovombe,MG,69.66,few clouds,-25.1667,46.0833,RELAHARA
676,Porto Seguro,BR,81.12,scattered clouds,-16.4497,-39.0647,Porto Cálem Praia Hotel
677,Dwarka,IN,83.21,scattered clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
679,Camacha,PT,69.22,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
680,Namatanai,PG,76.46,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
681,Kirakira,SB,77.47,scattered clouds,-10.4544,161.9205,SanBiz Lodge
682,Paranhos,BR,67.96,overcast clouds,-23.8928,-55.4311,Hotel Saron
683,Methoni,GR,71.46,few clouds,36.8197,21.7049,Methoni Beach Hotel
685,Waingapu,ID,80.87,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
687,Fayetteville,US,70.88,overcast clouds,35.0527,-78.8784,American Eagle Inn
689,Saint Anthony,US,67.66,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
693,Yellandu,IN,73.6,overcast clouds,17.6,80.3333,Varalaxmi
696,Santa Cruz,BO,69.26,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
698,Edd,ER,88.27,scattered clouds,13.9297,41.6925,
700,Jasper,US,79.99,scattered clouds,37.2001,-94.3502,Guest House Motel
703,Pedasi,PA,81.68,overcast clouds,7.5333,-80.0333,Hotel Casa de Campo Pedasí
704,Vaitape,PF,77.94,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
705,Richards Bay,ZA,70.47,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
706,San Quintin,MX,72.5,scattered clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
707,Tecolutla,MX,75.81,overcast clouds,20.4833,-97.0167,Hotel Plaza Marsol
